record_id,stadium_code,stadium_name,home_team,store_facility,floor,zone_location,map_label,menu_category_official,location_qty,operating_hours_official,evidence_type,evidence_subtype,source_id,source_url,verified_at,status,notes,content
F135,MUNHAK,인천 SSG 랜더스필드,SSG,야구사랑/BHC,2층,1루 외야,,햄버거,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 야구사랑/BHC / floor: 2층 / zone_location: 1루 외야 / menu_category_official: 햄버거 / location_qty: 1
F136,MUNHAK,인천 SSG 랜더스필드,SSG,크리스피 크림 도넛,2층,외야,,도넛,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 크리스피 크림 도넛 / floor: 2층 / zone_location: 외야 / menu_category_official: 도넛 / location_qty: 1
F137,MUNHAK,인천 SSG 랜더스필드,SSG,스타벅스,2층,1루,,"커피, 음료",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 스타벅스 / floor: 2층 / zone_location: 1루 / menu_category_official: 커피, 음료 / location_qty: 1"
F138,MUNHAK,인천 SSG 랜더스필드,SSG,노랑통닭,2층,입구 앞,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 노랑통닭 / floor: 2층 / zone_location: 입구 앞 / menu_category_official: 치킨 / location_qty: 1
F139,MUNHAK,인천 SSG 랜더스필드,SSG,노랑통닭,2층,1루,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 노랑통닭 / floor: 2층 / zone_location: 1루 / menu_category_official: 치킨 / location_qty: 1
F140,MUNHAK,인천 SSG 랜더스필드,SSG,명인만두&만족오향족발,2층,외야,,"만두, 족발",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 명인만두&만족오향족발 / floor: 2층 / zone_location: 외야 / menu_category_official: 만두, 족발 / location_qty: 1"
F141,MUNHAK,인천 SSG 랜더스필드,SSG,우리동네 미미네,4층,1루,,"라면, 닭강정, 핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 우리동네 미미네 / floor: 4층 / zone_location: 1루 / menu_category_official: 라면, 닭강정, 핫도그 / location_qty: 1"
F142,MUNHAK,인천 SSG 랜더스필드,SSG,파파존스,4층,1루,,피자,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 파파존스 / floor: 4층 / zone_location: 1루 / menu_category_official: 피자 / location_qty: 1
F143,MUNHAK,인천 SSG 랜더스필드,SSG,우리동네 미미네,4층,3루,,"라면, 닭강정, 핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 우리동네 미미네 / floor: 4층 / zone_location: 3루 / menu_category_official: 라면, 닭강정, 핫도그 / location_qty: 1"
F144,MUNHAK,인천 SSG 랜더스필드,SSG,반올림 피자,4층,3루,,피자,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 반올림 피자 / floor: 4층 / zone_location: 3루 / menu_category_official: 피자 / location_qty: 1
F145,SUWON,수원 KT 위즈파크,KT,샐러리아,2층,3루,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 샐러리아 / floor: 2층 / zone_location: 3루 / map_label: L2 / location_qty: 1
F146,SUWON,수원 KT 위즈파크,KT,작은동경,2층,3루,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 작은동경 / floor: 2층 / zone_location: 3루 / map_label: L2 / location_qty: 1
F147,SUWON,수원 KT 위즈파크,KT,사오마라,2층,3루,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 사오마라 / floor: 2층 / zone_location: 3루 / map_label: L2 / location_qty: 1
F148,SUWON,수원 KT 위즈파크,KT,또리펍 3루점,2층,3루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 또리펍 3루점 / floor: 2층 / zone_location: 3루 / map_label: L1 / location_qty: 1
F149,SUWON,수원 KT 위즈파크,KT,땅땅강정,2층,3루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 땅땅강정 / floor: 2층 / zone_location: 3루 / map_label: L1 / location_qty: 1
F150,SUWON,수원 KT 위즈파크,KT,세븐일레븐 3루점,2층,3루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 세븐일레븐 3루점 / floor: 2층 / zone_location: 3루 / map_label: L1 / location_qty: 1
F151,SUWON,수원 KT 위즈파크,KT,빅카페 3루점(후면 매장),2층,3루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 빅카페 3루점(후면 매장) / floor: 2층 / zone_location: 3루 / map_label: L1 / location_qty: 1
F152,SUWON,수원 KT 위즈파크,KT,쉬림프 셰프(후면 매장),2층,3루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 쉬림프 셰프(후면 매장) / floor: 2층 / zone_location: 3루 / map_label: L1 / location_qty: 1
F153,SUWON,수원 KT 위즈파크,KT,또리펍 내야 3루점,2층,3루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 또리펍 내야 3루점 / floor: 2층 / zone_location: 3루 / map_label: L1 / location_qty: 1
F154,SUWON,수원 KT 위즈파크,KT,명랑핫도그,2층,3루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 명랑핫도그 / floor: 2층 / zone_location: 3루 / map_label: L1 / location_qty: 1
F155,SUWON,수원 KT 위즈파크,KT,웍스터,2층,중앙,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 웍스터 / floor: 2층 / zone_location: 중앙 / map_label: L2 / location_qty: 1
F156,SUWON,수원 KT 위즈파크,KT,스트릿츄러스,2층,중앙,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 스트릿츄러스 / floor: 2층 / zone_location: 중앙 / map_label: L2 / location_qty: 1
F157,SUWON,수원 KT 위즈파크,KT,완미족발,2층,중앙,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 완미족발 / floor: 2층 / zone_location: 중앙 / map_label: L2 / location_qty: 1
F158,SUWON,수원 KT 위즈파크,KT,카츄마마,2층,중앙,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 카츄마마 / floor: 2층 / zone_location: 중앙 / map_label: L2 / location_qty: 1
F159,SUWON,수원 KT 위즈파크,KT,메가닭꼬치&닭갈비,2층,중앙,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 메가닭꼬치&닭갈비 / floor: 2층 / zone_location: 중앙 / map_label: L2 / location_qty: 1
F160,SUWON,수원 KT 위즈파크,KT,팝스마일 팝콘,2층,중앙,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 팝스마일 팝콘 / floor: 2층 / zone_location: 중앙 / map_label: L2 / location_qty: 1
F161,SUWON,수원 KT 위즈파크,KT,마성떡볶이&마성스낵,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 마성떡볶이&마성스낵 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F162,SUWON,수원 KT 위즈파크,KT,BHC,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: BHC / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F163,SUWON,수원 KT 위즈파크,KT,토리메로,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 토리메로 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F164,SUWON,수원 KT 위즈파크,KT,브뤼셀 프라이,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 브뤼셀 프라이 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F165,SUWON,수원 KT 위즈파크,KT,오늘의 초밥,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 오늘의 초밥 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F166,SUWON,수원 KT 위즈파크,KT,정지영커피로스터즈,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 정지영커피로스터즈 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F167,SUWON,수원 KT 위즈파크,KT,본수원갈비,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 본수원갈비 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F168,SUWON,수원 KT 위즈파크,KT,보영만두,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 보영만두 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F169,SUWON,수원 KT 위즈파크,KT,진미통닭,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 진미통닭 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F170,SUWON,수원 KT 위즈파크,KT,요아정,2층,중앙,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 요아정 / floor: 2층 / zone_location: 중앙 / map_label: L1 / location_qty: 1
F171,SUWON,수원 KT 위즈파크,KT,롯데리아,2층,1루,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 롯데리아 / floor: 2층 / zone_location: 1루 / map_label: L2 / location_qty: 1
F172,SUWON,수원 KT 위즈파크,KT,파파존스,2층,1루,L2,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 파파존스 / floor: 2층 / zone_location: 1루 / map_label: L2 / location_qty: 1
F173,SUWON,수원 KT 위즈파크,KT,또리펍 내야 1루점,2층,1루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 또리펍 내야 1루점 / floor: 2층 / zone_location: 1루 / map_label: L1 / location_qty: 1
F174,SUWON,수원 KT 위즈파크,KT,세븐일레븐 1루점,2층,1루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 세븐일레븐 1루점 / floor: 2층 / zone_location: 1루 / map_label: L1 / location_qty: 1
F175,SUWON,수원 KT 위즈파크,KT,이대로 통삼겹,2층,1루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 이대로 통삼겹 / floor: 2층 / zone_location: 1루 / map_label: L1 / location_qty: 1
F176,SUWON,수원 KT 위즈파크,KT,또리펍 1루점,2층,1루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 또리펍 1루점 / floor: 2층 / zone_location: 1루 / map_label: L1 / location_qty: 1
F177,SUWON,수원 KT 위즈파크,KT,끼부리또(후면 매장),2층,1루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 끼부리또(후면 매장) / floor: 2층 / zone_location: 1루 / map_label: L1 / location_qty: 1
F178,SUWON,수원 KT 위즈파크,KT,빅카페 1루점(후면 매장),2층,1루,L1,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 빅카페 1루점(후면 매장) / floor: 2층 / zone_location: 1루 / map_label: L1 / location_qty: 1
F179,SUWON,수원 KT 위즈파크,KT,세븐일레븐,1층,,안내도 표기 위치,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 세븐일레븐 / floor: 1층 / map_label: 안내도 표기 위치 / location_qty: 1
F180,SUWON,수원 KT 위즈파크,KT,빅또리카페,1층,,위즈홀 인근,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 빅또리카페 / floor: 1층 / map_label: 위즈홀 인근 / location_qty: 1
F181,SUWON,수원 KT 위즈파크,KT,세븐일레븐,5층,,상단,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 세븐일레븐 / floor: 5층 / map_label: 상단 / location_qty: 1
F182,SUWON,수원 KT 위즈파크,KT,또리펍&빅카페,5층,,좌측,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 또리펍&빅카페 / floor: 5층 / map_label: 좌측 / location_qty: 1
F183,SUWON,수원 KT 위즈파크,KT,세븐일레븐,5층,,좌측,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 세븐일레븐 / floor: 5층 / map_label: 좌측 / location_qty: 1
F184,SUWON,수원 KT 위즈파크,KT,뉴욕양꼬치&쏘쏘사라다,5층,,우측,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 뉴욕양꼬치&쏘쏘사라다 / floor: 5층 / map_label: 우측 / location_qty: 1
F185,SUWON,수원 KT 위즈파크,KT,브뤼셀프라이,5층,,우측,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 브뤼셀프라이 / floor: 5층 / map_label: 우측 / location_qty: 1
F186,SUWON,수원 KT 위즈파크,KT,또리펍&빅카페,5층,,우측,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 또리펍&빅카페 / floor: 5층 / map_label: 우측 / location_qty: 1
F187,SUWON,수원 KT 위즈파크,KT,세븐일레븐,5층,,하단,,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S04,https://www.ktwiz.co.kr/ticket/store,2026-09-04,CONFIRMED,,[수원 KT 위즈 파크] stadium_code: SUWON / stadium_name: 수원 KT 위즈파크 / home_team: KT / store_facility: 세븐일레븐 / floor: 5층 / map_label: 하단 / location_qty: 1
F188,GWANGJU,광주-기아 챔피언스필드,KIA,CU,3층,1루,,편의점,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: CU / floor: 3층 / zone_location: 1루 / menu_category_official: 편의점 / location_qty: 1
F189,GWANGJU,광주-기아 챔피언스필드,KIA,CU,3층,3루,,편의점,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: CU / floor: 3층 / zone_location: 3루 / menu_category_official: 편의점 / location_qty: 1
F190,GWANGJU,광주-기아 챔피언스필드,KIA,CU,5층,3루,,편의점,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: CU / floor: 5층 / zone_location: 3루 / menu_category_official: 편의점 / location_qty: 1
F191,GWANGJU,광주-기아 챔피언스필드,KIA,CU,,외야,,편의점,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: CU / zone_location: 외야 / menu_category_official: 편의점 / location_qty: 1
F192,GWANGJU,광주-기아 챔피언스필드,KIA,CU,,8출입구 옆,,편의점,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: CU / zone_location: 8출입구 옆 / menu_category_official: 편의점 / location_qty: 1
F193,GWANGJU,광주-기아 챔피언스필드,KIA,BHC,3층,1루,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: BHC / floor: 3층 / zone_location: 1루 / menu_category_official: 치킨 / location_qty: 1
F194,GWANGJU,광주-기아 챔피언스필드,KIA,BHC,3층,3루,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: BHC / floor: 3층 / zone_location: 3루 / menu_category_official: 치킨 / location_qty: 1
F195,GWANGJU,광주-기아 챔피언스필드,KIA,BHC,5층,1루,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: BHC / floor: 5층 / zone_location: 1루 / menu_category_official: 치킨 / location_qty: 1
F196,GWANGJU,광주-기아 챔피언스필드,KIA,원샷치킨,,1루 클럽라운지,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: 원샷치킨 / zone_location: 1루 클럽라운지 / menu_category_official: 치킨 / location_qty: 1
F197,GWANGJU,광주-기아 챔피언스필드,KIA,원샷치킨,,3루 클럽라운지,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_MAP,S07,https://tigers.co.kr/tigers/champions-field/facility-guide,2026-09-04,CONFIRMED,,[광주-KIA 챔피언스 필드] stadium_code: GWANGJU / stadium_name: 광주-기아 챔피언스필드 / home_team: KIA / store_facility: 원샷치킨 / zone_location: 3루 클럽라운지 / menu_category_official: 치킨 / location_qty: 1
