record_id,stadium_code,stadium_name,team_code,facility_type,facility_name,floor,side,location_detail,indoor_outdoor,evidence_type,evidence_subtype,source,source_url,verified_at,status,notes,content
SC_FAC_MUNHAK_007,MUNHAK,인천 SSG 랜더스필드,SSG,포토부스,포토카드,,외야,포토카드 (로케트배터리존 근처),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%ac%ed%86%a0%ec%b9%b4%eb%93%9c%ec%99%b8%ec%95%bc/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 포토부스 / facility_name: 포토카드 / side: 외야 / location_detail: 포토카드 (로케트배터리존 근처) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_008,MUNHAK,인천 SSG 랜더스필드,SSG,기타,폰케이스,1층,1루,1루 1층 스타벅스 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%b0%ec%bc%80%ec%9d%b4%ec%8a%a4/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 기타 / facility_name: 폰케이스 / floor: 1층 / side: 1루 / location_detail: 1루 1층 스타벅스 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_009,MUNHAK,인천 SSG 랜더스필드,SSG,기타,랜더스 모먼츠,1층,1루,1루 1층 스타벅스 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%9e%9c%eb%8d%94%ec%8a%a4%eb%aa%a8%eb%a8%bc%ec%b8%a0/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 기타 / facility_name: 랜더스 모먼츠 / floor: 1층 / side: 1루 / location_detail: 1루 1층 스타벅스 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_010,MUNHAK,인천 SSG 랜더스필드,SSG,기타,실내 놀이터,,,109 통로 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%8b%a4%eb%82%b4%eb%86%80%ec%9d%b4%ed%84%b0/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 기타 / facility_name: 실내 놀이터 / location_detail: 109 통로 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_011,MUNHAK,인천 SSG 랜더스필드,SSG,기타,외야 놀이터,,외야,외야 놀이터 (바베큐존 근처),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%99%b8%ec%95%bc-%eb%86%80%ec%9d%b4%ed%84%b0/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 기타 / facility_name: 외야 놀이터 / side: 외야 / location_detail: 외야 놀이터 (바베큐존 근처) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_012,MUNHAK,인천 SSG 랜더스필드,SSG,보조배터리,보조배터리,,,GATE 3 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%b3%b4%ec%a1%b0%eb%b0%b0%ed%84%b0%eb%a6%ac/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 보조배터리 / facility_name: 보조배터리 / location_detail: GATE 3 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_013,MUNHAK,인천 SSG 랜더스필드,SSG,포토부스,인생네컷,,외야,인생네컷 (204블럭 근처),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%9d%b8%ec%83%9d%eb%84%a4%ec%bb%b7%ec%99%b8%ec%95%bc/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 포토부스 / facility_name: 인생네컷 / side: 외야 / location_detail: 인생네컷 (204블럭 근처) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_014,MUNHAK,인천 SSG 랜더스필드,SSG,기타,캡슐토이존,,,시즌티켓 GATE 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%ba%a1%ec%8a%90%ed%86%a0%ec%9d%b4%ec%a1%b4/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 기타 / facility_name: 캡슐토이존 / location_detail: 시즌티켓 GATE 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_MUNHAK_015,MUNHAK,인천 SSG 랜더스필드,SSG,기타,캡슐토이존,,외야,캡슐토이존 (로케트배터리존 근처),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%9d%b8%ec%b2%9c-%eb%9e%9c%eb%8d%94%ec%8a%a4%ed%95%84%eb%93%9c-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%ba%a1%ec%8a%90%ed%86%a0%ec%9d%b4%ec%a1%b4%ec%99%b8%ec%95%bc/,2026-09-10,PARTIAL,,[인천 SSG 랜더스필드 · SSG 랜더스] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / team_code: SSG / facility_type: 기타 / facility_name: 캡슐토이존 / side: 외야 / location_detail: 캡슐토이존 (로케트배터리존 근처) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_001,SUWON,수원 KT 위즈 파크,KT,굿즈샵,위즈 스토어,외부,,외부 중앙 매표소 옆,실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%9c%84%ec%a6%88-%ec%8a%a4%ed%86%a0%ec%96%b4/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 굿즈샵 / facility_name: 위즈 스토어 / floor: 외부 / location_detail: 외부 중앙 매표소 옆 / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_002,SUWON,수원 KT 위즈 파크,KT,굿즈샵,원정팀 스토어,외부,3루,외부 3루 게이트 근처,실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%9b%90%ec%a0%95%ed%8c%80-%ec%8a%a4%ed%86%a0%ec%96%b4/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 굿즈샵 / facility_name: 원정팀 스토어 / floor: 외부 / side: 3루 / location_detail: 외부 3루 게이트 근처 / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_003,SUWON,수원 KT 위즈 파크,KT,기타,커스텀 랩,외부,중앙~1루,커스텀 랩 (외부 중앙~1루),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%bb%a4%ec%8a%a4%ed%85%80-%eb%9e%a9/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: 커스텀 랩 / floor: 외부 / side: 중앙~1루 / location_detail: 커스텀 랩 (외부 중앙~1루) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_004,SUWON,수원 KT 위즈 파크,KT,포토부스,포토카드,,1루,포토카드 (1루 GATE4 근처),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%ac%ed%86%a0%ec%b9%b4%eb%93%9c/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 포토부스 / facility_name: 포토카드 / side: 1루 / location_detail: 포토카드 (1루 GATE4 근처) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_005,SUWON,수원 KT 위즈 파크,KT,물품보관함,물품보관함,외부,1루,물품보관함 (외부 1루 메인GATE),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%ac%bc%ed%92%88%eb%b3%b4%ea%b4%80%ed%95%a81%eb%a3%a8/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 외부 / side: 1루 / location_detail: 물품보관함 (외부 1루 메인GATE) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_006,SUWON,수원 KT 위즈 파크,KT,물품보관함,물품보관함,외부,3루,물품보관함 (외부 3루 메인GATE),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%ac%bc%ed%92%88%eb%b3%b4%ea%b4%80%ed%95%a83%eb%a3%a8/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 외부 / side: 3루 / location_detail: 물품보관함 (외부 3루 메인GATE) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_007,SUWON,수원 KT 위즈 파크,KT,포토부스,AR&AI 포토,,1루,AR&AI 포토 (1루 GATE3 근처),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-arai-%ed%8f%ac%ed%86%a0%eb%b6%80%ec%8a%a41%eb%a3%a8/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 포토부스 / facility_name: AR&AI 포토 / side: 1루 / location_detail: AR&AI 포토 (1루 GATE3 근처) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_008,SUWON,수원 KT 위즈 파크,KT,포토부스,AR&AI 포토,,3루,AR&AI 포토 (3루 GATE10 근처),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-arai-%ed%8f%ac%ed%86%a0%eb%b6%80%ec%8a%a43%eb%a3%a8/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 포토부스 / facility_name: AR&AI 포토 / side: 3루 / location_detail: AR&AI 포토 (3루 GATE10 근처) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_009,SUWON,수원 KT 위즈 파크,KT,기타,키즈존,5층,중앙,5층 중앙 복도,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-5%ec%b8%b5-%ed%82%a4%ec%a6%88%ec%a1%b4/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: 키즈존 / floor: 5층 / side: 중앙 / location_detail: 5층 중앙 복도 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_010,SUWON,수원 KT 위즈 파크,KT,기타,KT AI 치어풀,외부,중앙~1루,외부 중앙~1루,실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-kt-ai-%ec%b9%98%ec%96%b4%ed%92%80/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: KT AI 치어풀 / floor: 외부 / side: 중앙~1루 / location_detail: 외부 중앙~1루 / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_011,SUWON,수원 KT 위즈 파크,KT,굿즈샵,가차샵,외부,중앙~3루,외부 중앙~3루,실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ea%b0%80%ec%b0%a8%ec%83%b5/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 굿즈샵 / facility_name: 가차샵 / floor: 외부 / side: 중앙~3루 / location_detail: 외부 중앙~3루 / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_012,SUWON,수원 KT 위즈 파크,KT,기타,유니폼 마킹,,,유니폼 마킹 (위즈 스토어 옆),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%a7%88%ed%82%b9%ec%a1%b4/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: 유니폼 마킹 / location_detail: 유니폼 마킹 (위즈 스토어 옆) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_013,SUWON,수원 KT 위즈 파크,KT,포토부스,포토이즘,외부,중앙,포토이즘 (외부 중앙 광장),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%ac%ed%86%a0%ec%9d%b4%ec%a6%98/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 포토부스 / facility_name: 포토이즘 / floor: 외부 / side: 중앙 / location_detail: 포토이즘 (외부 중앙 광장) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_014,SUWON,수원 KT 위즈 파크,KT,기타,폰케이스 꾸미기,외부,중앙~3루,폰케이스 꾸미기 (외부 중앙~3루),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%b0%ec%bc%80%ec%9d%b4%ec%8a%a4%ea%be%b8%eb%af%b8%ea%b8%b0/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: 폰케이스 꾸미기 / floor: 외부 / side: 중앙~3루 / location_detail: 폰케이스 꾸미기 (외부 중앙~3루) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_015,SUWON,수원 KT 위즈 파크,KT,보조배터리,보조배터리,,3루,3루 내야 통로,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%b3%b4%ec%a1%b0%eb%b0%b0%ed%84%b0%eb%a6%ac/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 보조배터리 / facility_name: 보조배터리 / side: 3루 / location_detail: 3루 내야 통로 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_016,SUWON,수원 KT 위즈 파크,KT,기타,헬멧 대여,,중앙,중앙 GATE 근처 (사이트 캡션 오류 가능: 포토카드로 표기됨),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%97%ac%eb%a9%a7-%eb%8c%80%ec%97%ac/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: 헬멧 대여 / side: 중앙 / location_detail: 중앙 GATE 근처 (사이트 캡션 오류 가능: 포토카드로 표기됨) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_017,SUWON,수원 KT 위즈 파크,KT,기타,VIP라운지,외부,중앙~1루,외부 중앙~1루 사이,실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-vip%eb%9d%bc%ec%9a%b4%ec%a7%80/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: VIP라운지 / floor: 외부 / side: 중앙~1루 / location_detail: 외부 중앙~1루 사이 / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SUWON_018,SUWON,수원 KT 위즈 파크,KT,기타,배팅존,외부,1루,외부 1루 메인GATE 앞,실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%88%98%ec%9b%90-kt%ec%9c%84%ec%a6%88%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%b0%b0%ed%8c%85%ec%a1%b4/,2026-09-10,PARTIAL,,[수원 KT 위즈 파크 · KT 위즈] stadium_code: SUWON / stadium_name: 수원 KT 위즈 파크 / team_code: KT / facility_type: 기타 / facility_name: 배팅존 / floor: 외부 / side: 1루 / location_detail: 외부 1루 메인GATE 앞 / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEJEON_001,DAEJEON,대전 한화생명 볼파크,HANWHA,굿즈샵,스파이더샵(어센틱 팀스토어),2층,중앙~1루,2층 중앙~1루,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%8c%80%ec%a0%84%ed%95%9c%ed%99%94%ec%83%9d%eb%aa%85%eb%b3%bc%ed%8c%8c%ed%81%ac-%ea%b5%bf%ec%a6%88%ec%83%b5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%8a%a4%ed%8c%8c%ec%9d%b4%eb%8d%94%ec%83%b5/,2026-09-10,PARTIAL,,[대전 한화생명 볼파크 · 한화 이글스] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / team_code: HANWHA / facility_type: 굿즈샵 / facility_name: 스파이더샵(어센틱 팀스토어) / floor: 2층 / side: 중앙~1루 / location_detail: 2층 중앙~1루 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEJEON_002,DAEJEON,대전 한화생명 볼파크,HANWHA,굿즈샵,형지샵(레플리카 팀스토어),2층,중앙~3루,2층 중앙~3루,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%8c%80%ec%a0%84%ed%95%9c%ed%99%94%ec%83%9d%eb%aa%85%eb%b3%bc%ed%8c%8c%ed%81%ac-%ea%b5%bf%ec%a6%88%ec%83%b5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%98%95%ec%a7%80%ec%83%b5%eb%a0%88%ed%94%8c/,2026-09-10,PARTIAL,,[대전 한화생명 볼파크 · 한화 이글스] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / team_code: HANWHA / facility_type: 굿즈샵 / facility_name: 형지샵(레플리카 팀스토어) / floor: 2층 / side: 중앙~3루 / location_detail: 2층 중앙~3루 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEJEON_003,DAEJEON,대전 한화생명 볼파크,HANWHA,기타,유니폼 마킹존,2층,1루,2층 1루,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%8c%80%ec%a0%84%ed%95%9c%ed%99%94%ec%83%9d%eb%aa%85%eb%b3%bc%ed%8c%8c%ed%81%ac-%ea%b5%bf%ec%a6%88%ec%83%b5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%a7%88%ed%82%b9%ec%a1%b4/,2026-09-10,PARTIAL,,[대전 한화생명 볼파크 · 한화 이글스] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / team_code: HANWHA / facility_type: 기타 / facility_name: 유니폼 마킹존 / floor: 2층 / side: 1루 / location_detail: 2층 1루 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEJEON_004,DAEJEON,대전 한화생명 볼파크,HANWHA,포토부스,포토카드,2층,1루,2층 1루,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%8c%80%ec%a0%84%ed%95%9c%ed%99%94%ec%83%9d%eb%aa%85%eb%b3%bc%ed%8c%8c%ed%81%ac-%ea%b5%bf%ec%a6%88%ec%83%b5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%ac%ed%86%a0%ec%b9%b4%eb%93%9c/,2026-09-10,PARTIAL,,[대전 한화생명 볼파크 · 한화 이글스] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / team_code: HANWHA / facility_type: 포토부스 / facility_name: 포토카드 / floor: 2층 / side: 1루 / location_detail: 2층 1루 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
